,x,x,x,x,x,x,x,x,x,x,y,y,y,a,a,a,a,a,z,z,z,z,z,u,u,u,u
2549,2,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,0,1,0,1,0,0
2550,12,40,47,0,1,0,0,1,6,21,6,1,0,1,59,18,10,0,2209,0,0,0,1,0,0,0,1
2551,10,63,24,0,1,0,0,0,2,17,2,1,0,,,,4,,576,0,0,1,0,0,0,1,0
2552,11,65,22,0,1,0,0,0,1,20,1,1,1,,,,4,,484,0,0,1,0,0,0,1,0
2553,1,48,40,0,0,0,0,0,7,19,7,1,1,4,73,25,7,0,1600,0,0,0,0,0,1,1,1
2554,6,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,0,0,0,1,0,0
2555,5,70,18,0,0,0,0,4,0,,0,1,0,,,,3,,324,0,0,0,0,0,1,0,0
2556,8,43,45,0,0,0,0,0,1,20,1,1,0,,,,,,2025,0,0,1,0,0,0,1,0
2557,7,69,19,0,1,0,0,2,0,,0,1,0,,,,3,,361,0,0,0,0,0,0,0,0
2558,10,63,24,0,1,0,1,10,2,20,1,1,1,,,,4,,576,0,0,0,1,0,0,0,0
2559,8,73,15,0,1,0,0,7,0,,0,1,0,,,,2,,225,0,0,0,1,0,0,0,0
2560,3,55,33,0,0,0,0,0,5,20,4,1,0,6,74,19,20,0,1089,0,0,0,0,0,1,1,1
2561,10,65,22,0,0,0,0,0,0,,0,1,0,,,,4,,484,0,0,0,0,0,0,1,0
2562,8,51,37,0,0,0,0,7,4,20,4,1,1,4,70,18,6,0,1369,0,0,1,0,0,0,0,1
2563,3,53,35,0,1,0,0,6,5,16,5,1,0,6,70,17,5,0,1225,0,0,0,0,0,1,0,1
2564,7,43,45,0,1,0,0,1,5,23,5,1,0,7,73,30,5,0,2025,0,0,0,1,0,0,0,1
2565,5,69,19,0,1,0,0,10,1,18,1,1,,,,,5,,361,0,0,0,1,0,1,0,0
2566,9,61,26,0,1,0,0,5,3,19,3,1,1,9,79,18,4,0,676,0,0,0,1,0,0,0,1
2567,6,62,26,0,1,0,0,10,2,20,2,1,1,,,,2,,676,0,0,1,0,0,1,0,0
2568,6,65,23,0,1,0,0,6,2,18,2,1,1,,,,2,,529,0,0,1,0,0,1,0,0
2569,3,46,42,0,1,0,0,3,4,16,4,1,,5,61,15,8,2,1764,0,0,0,1,0,1,0,1
2570,6,56,32,0,1,0,0,0,0,,0,1,0,,,,6,,1024,0,0,0,0,1,1,1,0
2571,6,64,24,0,1,0,1,8,2,18,2,1,1,,,,4,,576,0,0,1,0,0,1,0,0
2572,12,58,29,0,0,0,0,0,3,19,3,1,1,3,77,18,10,0,841,0,0,1,0,0,0,1,1
2573,10,72,15,0,1,0,0,7,0,,0,1,1,,,,4,,225,0,0,0,0,0,0,0,0
2574,9,70,17,0,0,0,0,9,0,,0,1,1,,,,4,,289,0,0,1,0,0,0,0,0
2575,9,66,21,0,1,0,1,5,0,,0,1,0,,,,4,,441,0,0,0,1,0,0,0,0
2576,7,58,30,0,1,0,1,10,2,25,2,1,1,,,,4,,900,0,0,1,0,0,0,0,0
2577,5,71,17,0,1,0,1,6,0,,0,1,0,,,,4,,289,0,0,0,0,1,1,0,0
2578,6,64,24,0,1,0,1,7,2,18,2,1,1,,,,4,,576,0,0,0,0,0,1,0,0
2579,12,53,34,1,1,0,1,9,3,16,3,1,1,8,74,20,3,10,1156,0,0,0,0,1,0,0,1
2580,8,70,18,1,1,0,0,11,0,,0,1,1,,,,4,,324,0,0,0,0,1,0,0,0
2581,10,49,38,0,1,0,0,10,5,23,5,1,1,2,73,23,6,10,1444,0,0,1,0,0,0,0,1
2582,5,67,21,0,0,0,0,10,2,18,2,1,0,,,,2,,441,0,0,0,1,0,1,0,0
2583,9,44,43,0,1,0,0,5,6,24,6,1,,6,64,19,4,0,1849,0,0,0,0,0,0,0,1
2584,1,69,19,0,1,0,0,9,0,,0,1,0,,,,6,,361,0,0,0,1,0,1,0,0
2585,3,69,19,0,0,0,0,5,0,,0,1,0,,,,4,,361,0,0,1,0,0,1,0,0
2586,5,68,20,0,0,0,0,5,1,19,1,1,0,,,,5,,400,0,0,1,0,0,1,0,0
2587,9,71,16,0,1,0,0,7,0,,0,1,0,,,,3,,256,0,0,0,1,0,0,0,0
2588,2,72,16,0,0,0,0,5,0,,0,1,0,,,,2,,256,0,0,0,0,0,1,0,0
2589,12,61,26,0,1,0,0,10,3,18,3,1,1,4,81,19,2,0,676,0,0,1,0,0,0,0,1
2590,11,59,28,0,0,0,0,6,4,15,2,1,1,9,79,19,4,12,784,0,0,0,1,0,0,0,1
2591,11,42,45,0,1,0,1,0,10,19,9,1,,3,60,17,6,0,2025,0,0,1,0,0,0,1,1
2592,2,67,21,0,1,0,0,10,2,19,2,1,1,,,,3,,441,0,0,0,0,0,1,0,0
2593,10,59,28,1,1,1,0,7,3,18,3,1,1,,,,3,,784,0,0,1,0,0,0,0,0
2594,12,60,27,0,1,0,0,0,2,18,2,1,1,,,,4,,729,0,0,0,0,0,0,1,0
2595,9,61,27,0,1,0,1,10,3,16,3,1,1,5,76,14,5,3,729,0,0,1,0,0,0,0,1
2596,7,70,18,0,1,0,0,9,1,17,1,1,0,,,,4,,324,0,0,1,0,0,0,0,0
2597,7,68,20,0,1,0,1,7,0,,0,1,,,,,6,,400,0,0,1,0,0,0,0,0
2598,8,66,22,0,1,0,1,7,0,,0,1,0,,,,4,,484,0,0,1,0,0,0,0,0
2599,7,58,30,0,1,0,1,7,2,18,1,1,0,5,80,21,8,12,900,0,0,1,0,0,0,0,1
2600,5,42,46,0,1,0,0,0,2,21,2,0,0,4,76,33,10,2,2116,0,0,0,0,0,1,1,1
2601,5,72,16,0,1,0,0,6,0,,0,0,0,,,,1,,256,0,0,1,0,0,1,0,0
2602,2,61,27,0,1,1,0,10,2,21,2,1,1,8,85,24,,10,729,0,0,0,1,0,1,0,1
2603,2,40,48,1,0,0,1,0,1,30,1,1,0,11,72,32,4,0,2304,0,0,0,0,1,1,1,1
2604,5,62,26,0,1,1,1,7,1,18,1,1,1,,,,4,,676,0,0,0,0,0,1,0,0
2605,9,54,34,1,1,1,0,0,3,19,3,1,1,4,74,19,4,2,1156,0,0,1,0,0,0,1,1
2606,7,69,19,1,1,1,1,7,0,,0,1,0,,,,4,,361,0,0,0,1,0,0,0,0
2607,12,41,46,0,1,0,0,10,5,23,3,1,,4,65,23,6,2,2116,0,0,0,1,0,0,0,1
2608,1,67,21,0,1,0,0,12,1,20,1,1,1,,,,4,,441,0,0,0,1,0,1,0,0
2609,6,64,24,0,1,0,1,7,1,23,1,1,1,,,,2,,576,0,0,0,0,1,1,0,0
2610,10,69,18,1,0,1,0,7,0,,0,1,0,,,,4,,324,0,0,0,0,1,0,0,0
2611,2,48,40,0,1,1,1,12,3,19,3,1,,3,66,18,4,17,1600,0,0,0,0,1,1,0,1
2612,9,62,26,0,1,0,1,0,1,15,1,1,0,7,84,21,10,0,676,0,0,0,0,1,0,1,1
2613,9,68,20,0,1,0,1,12,1,19,1,1,1,8,84,15,3,10,400,0,0,0,1,0,0,0,1
2614,12,47,40,0,0,0,1,4,4,21,4,1,1,4,65,17,10,,1600,0,0,0,0,1,0,0,1
2615,2,62,26,0,1,0,1,10,3,21,3,1,1,8,87,25,1,3,676,0,0,0,1,0,1,0,1
2616,3,64,24,0,1,0,1,0,1,20,1,1,,6,87,23,10,7,576,0,0,1,0,0,1,1,1
2617,9,56,32,0,1,0,0,12,3,22,3,1,1,,,,4,,1024,0,0,1,0,0,0,0,0
2618,8,66,22,0,1,0,0,10,1,18,1,1,0,,,,3,,484,0,0,1,0,0,0,0,0
2619,4,63,25,0,0,0,0,7,1,19,1,1,1,,,,4,,625,0,0,0,0,0,1,0,0
2620,2,51,37,0,0,0,1,3,8,20,6,1,0,2,69,18,5,0,1369,0,0,1,0,0,1,0,1
2621,10,64,23,0,0,0,0,7,1,19,1,1,0,,,,3,,529,0,0,0,0,1,0,0,0
2622,11,65,22,0,1,0,0,10,1,17,1,1,1,9,81,15,4,7,484,0,0,0,1,0,0,0,1
2623,7,65,23,0,1,1,0,11,1,23,1,1,1,,,,2,,529,0,0,1,0,0,0,0,0
2624,10,62,25,0,1,1,0,4,4,15,4,1,1,,,,6,,625,0,0,0,0,0,0,0,0
2625,1,64,24,0,0,0,0,7,3,19,3,1,1,6,85,21,6,6,576,0,0,1,0,0,1,0,1
2626,6,56,32,0,1,0,0,10,0,,0,1,1,,,,4,,1024,0,0,0,0,0,1,0,0
2627,12,40,47,0,1,1,0,7,1,21,1,1,0,6,61,20,5,4,2209,0,0,0,1,0,0,0,1
2628,3,51,37,0,0,0,0,2,6,22,6,1,1,4,79,28,6,0,1369,0,0,0,1,0,1,0,1
2629,6,68,20,0,0,0,1,12,1,20,1,1,1,12,87,19,3,0,400,0,0,1,0,0,1,0,1
2630,6,58,30,0,1,0,1,0,3,19,3,1,1,4,77,18,3,,900,0,0,1,0,0,1,1,1
2631,1,48,40,0,0,0,0,2,6,20,5,1,1,11,75,27,6,0,1600,0,0,0,0,1,1,0,1
2632,9,47,41,0,1,0,1,3,6,22,6,1,1,4,69,21,6,0,1681,0,0,0,0,1,0,0,1
2633,8,72,16,1,0,0,1,9,0,,0,1,0,,,,2,,256,0,0,0,0,1,0,0,0
2634,11,70,17,0,1,1,1,7,0,,0,1,0,,,,6,,289,0,0,1,0,0,0,0,0
2635,4,68,20,0,0,0,0,10,0,,0,1,0,,,,4,,400,0,0,0,0,0,1,0,0
2636,4,54,34,0,1,0,0,3,6,18,6,1,0,,,,20,,1156,0,0,0,0,0,1,0,0
2637,10,56,31,0,0,0,0,10,3,21,3,1,1,,,,4,,961,0,0,0,0,0,0,0,0
2638,12,59,28,0,1,0,0,7,3,19,2,1,1,,,,4,,784,0,0,0,0,0,0,0,0
2639,10,60,27,0,1,0,1,0,3,17,3,1,1,,,,6,,729,0,0,0,0,0,0,1,0
2640,2,69,19,0,0,0,0,7,1,18,1,1,1,3,85,16,6,0,361,0,0,0,0,0,1,0,1
2641,9,64,24,0,1,0,0,3,2,16,2,1,1,1,85,20,5,4,576,0,0,0,0,0,0,0,1
2642,3,51,37,0,0,0,0,4,9,18,8,1,1,4,76,25,6,0,1369,0,0,0,0,1,1,0,1
2643,9,58,30,0,1,0,0,0,0,,0,1,0,1,85,26,6,0,900,0,0,0,0,0,0,1,1
2644,5,57,31,0,1,0,1,6,6,14,6,1,1,5,67,10,6,0,961,0,0,0,0,1,1,0,1
2645,8,51,37,0,1,0,0,2,4,20,4,1,1,1,71,19,6,0,1369,0,0,0,0,1,0,0,1
2646,6,72,16,0,1,0,1,6,0,,0,1,0,,,,1,,256,0,0,0,0,1,1,0,0
2647,4,60,28,0,1,0,1,0,3,22,3,1,1,6,78,18,5,0,784,0,0,0,0,0,1,1,1
2648,1,64,24,0,0,0,0,0,3,19,3,1,,1,80,16,2,7,576,0,0,0,0,1,1,1,1
2649,2,67,21,1,1,1,1,1,0,,0,1,1,,,,2,,441,0,0,0,0,0,1,0,0
2650,12,72,15,0,1,0,0,9,0,,0,1,0,,,,2,,225,0,0,0,1,0,0,0,0
2651,1,65,23,0,0,0,1,0,1,18,1,1,1,,,,3,,529,0,0,0,0,0,1,1,0
2652,2,67,21,0,1,0,0,4,2,19,2,1,1,11,87,20,8,2,441,0,0,1,0,0,1,0,1
2653,12,65,22,1,1,1,1,15,0,,0,1,1,4,88,22,3,,484,0,0,1,0,0,0,0,1
2654,1,62,26,1,1,1,1,0,0,,0,1,0,,,,6,,676,0,0,0,0,0,1,1,0
2655,3,43,45,0,1,0,0,2,6,20,5,1,0,7,62,19,10,,2025,0,0,1,0,0,1,0,1
2656,6,69,19,0,1,0,0,10,0,,0,1,0,,,,4,,361,0,0,1,0,0,1,0,0
2657,12,41,46,0,0,0,0,4,4,27,4,1,0,4,77,35,6,0,2116,0,0,1,0,0,0,0,1
2658,12,63,24,0,0,0,0,6,3,17,3,1,1,5,83,19,5,0,576,0,0,0,0,0,0,0,1
2659,2,63,25,0,1,0,0,2,3,21,2,1,0,12,83,20,2,0,625,0,0,1,0,0,1,0,1
2660,10,57,30,0,0,0,0,7,6,15,6,1,1,12,73,16,8,0,900,0,0,1,0,0,0,0,1
2661,10,54,33,0,1,0,0,7,3,20,3,1,0,11,74,20,6,0,1089,0,0,1,0,0,0,0,1
2662,6,69,19,0,1,0,0,10,0,,0,1,1,12,87,18,4,10,361,0,0,1,0,0,1,0,1
2663,6,50,38,0,0,0,0,0,5,21,5,1,1,2,76,25,10,0,1444,0,0,0,0,0,1,1,1
2664,7,67,21,0,0,0,0,5,1,21,1,1,0,,,,,,441,0,0,0,0,0,0,0,0
2665,5,66,22,0,0,0,0,0,2,19,2,1,0,7,85,19,3,0,484,0,0,0,0,0,1,1,1
2666,4,68,20,0,0,0,0,0,1,17,1,1,1,,,,2,,400,0,0,0,0,0,1,1,0
2667,8,61,27,0,0,0,0,6,1,21,1,1,1,,,,2,,729,0,0,0,0,0,0,0,0
2668,1,68,20,0,0,0,0,4,1,20,1,1,1,,,,1,,400,0,0,0,1,0,1,0,0
2669,6,59,29,0,0,0,0,7,1,20,1,1,0,6,78,19,4,0,841,0,0,0,1,0,1,0,1
2670,12,40,47,0,0,0,0,0,7,26,6,1,,12,67,27,6,0,2209,0,0,0,1,0,0,1,1
2671,3,44,44,0,0,0,0,0,2,30,2,1,0,,,,3,,1936,0,0,0,1,0,1,1,0
2672,9,68,20,0,1,0,0,5,0,,0,1,0,,,,6,,400,0,0,0,0,0,0,0,0
2673,11,56,31,0,1,0,0,10,5,20,5,1,1,,,,3,,961,0,0,1,0,0,0,0,0
2674,3,65,23,0,1,0,0,8,1,18,1,1,1,1,81,15,6,0,529,0,0,0,1,0,1,0,1
2675,6,63,25,0,0,0,0,9,0,,0,1,1,,,,4,,625,0,0,0,0,1,1,0,0
2676,6,56,32,0,0,0,0,0,4,20,4,1,0,8,87,31,20,0,1024,0,0,1,0,0,1,1,1
2677,11,50,37,0,0,0,0,1,8,17,7,1,1,5,68,17,8,0,1369,0,0,1,0,0,0,0,1
2678,5,68,20,0,0,0,0,7,1,19,1,1,0,,,,2,,400,0,0,0,0,0,1,0,0
2679,7,61,27,0,1,0,0,0,4,17,4,1,1,3,78,16,6,0,729,0,0,0,0,0,0,1,1
2680,12,53,34,0,1,0,1,6,5,20,5,1,0,10,73,19,6,0,1156,0,0,0,0,1,0,0,1
2681,6,53,35,0,0,0,0,3,7,17,7,1,1,3,73,19,5,3,1225,0,0,1,0,0,1,0,1
2682,1,68,20,0,1,0,0,12,1,20,1,1,1,,,,4,,400,0,0,0,1,0,1,0,0
2683,4,67,21,0,0,0,0,0,0,,0,1,0,,,,2,,441,0,0,0,1,0,1,1,0
2684,9,65,23,0,1,0,1,7,3,17,3,1,0,1,82,16,6,7,529,0,0,1,0,0,0,0,1
2685,9,67,21,0,1,0,0,10,0,,0,1,1,,,,4,,441,0,0,0,0,1,0,0,0
2686,9,54,34,0,1,0,0,1,3,19,3,1,0,7,76,21,6,0,1156,0,0,0,1,0,0,0,1
2687,8,48,40,0,1,0,0,6,5,19,4,1,0,7,80,31,6,0,1600,0,0,1,0,0,0,0,1
2688,10,51,37,0,1,0,1,4,8,17,7,1,0,6,68,16,8,0,1369,0,0,0,0,1,0,0,1
2689,6,72,16,0,1,0,0,9,0,,0,1,1,,,,4,,256,0,0,0,0,1,1,0,0
2690,10,72,16,0,1,0,1,9,0,,0,1,0,,,,2,,256,0,0,0,1,0,0,0,0
2691,3,47,41,0,1,0,0,0,3,18,2,1,1,3,66,19,3,7,1681,0,0,1,0,0,1,1,1
2692,6,50,38,0,1,0,1,0,8,20,8,1,0,1,70,19,4,0,1444,0,0,0,1,0,1,1,1
2693,5,56,32,0,1,0,0,0,3,18,2,1,0,1,87,30,6,0,1024,0,0,0,1,0,1,1,1
2694,3,59,29,0,1,0,0,6,2,21,2,1,1,6,85,26,6,0,841,0,0,0,0,1,1,0,1
2695,3,58,30,0,1,0,0,0,3,20,3,1,1,6,85,27,4,,900,0,0,0,0,0,1,1,1
2696,6,59,29,0,0,0,0,0,1,20,1,1,0,9,85,26,4,0,841,0,0,1,0,0,1,1,1
2697,10,56,32,0,0,0,0,0,1,22,1,1,0,,,,4,,1024,0,0,0,0,0,0,1,0
2698,10,65,23,0,0,0,0,0,0,,0,1,0,,,,4,,529,0,0,1,0,0,0,1,0
2699,6,62,26,0,0,0,0,0,1,24,1,1,0,,,,2,,676,0,0,0,0,1,1,1,0
2700,9,69,19,0,0,0,0,7,0,,0,1,0,,,,4,,361,0,0,0,0,1,0,0,0
2701,8,60,28,0,1,0,0,2,5,17,4,1,1,11,75,15,5,0,784,0,0,1,0,0,0,0,1
2702,10,69,19,0,1,0,0,9,0,,0,1,0,,,,4,,361,0,0,1,0,0,0,0,0
2703,1,45,43,0,0,0,0,0,5,31,4,1,0,5,74,29,6,0,1849,0,0,0,0,0,1,1,1
2704,8,52,36,0,0,0,0,0,6,21,5,1,0,4,73,20,,0,1296,0,0,0,0,0,0,1,1
2705,9,60,28,0,0,0,0,7,3,20,3,1,1,10,85,25,4,0,784,0,0,0,0,1,0,0,1
2706,10,65,23,0,1,0,0,7,2,19,1,1,1,11,82,17,4,,529,0,0,0,0,0,0,0,1
2707,7,52,36,0,1,0,0,7,6,19,5,1,0,6,71,18,5,0,1296,0,0,0,0,1,0,0,1
2708,3,61,27,0,0,0,0,0,4,17,4,1,1,8,84,23,8,0,729,0,0,0,0,0,1,1,1
2709,5,70,18,0,1,0,1,10,0,,0,1,0,10,86,16,4,0,324,0,0,1,0,0,1,0,1
2710,1,57,31,0,1,0,0,7,4,18,3,1,1,6,74,17,6,0,961,0,0,1,0,0,1,0,1
2711,4,69,19,0,1,0,1,12,0,,0,1,1,,,,2,,361,0,0,1,0,0,1,0,0
2712,1,55,33,0,0,0,0,0,1,19,0,1,0,11,72,17,10,0,1089,0,0,0,0,0,1,1,1
2713,9,61,27,0,0,0,0,0,3,18,3,1,0,,,,5,,729,0,0,0,0,0,0,1,0
2714,4,67,21,0,0,0,0,7,0,,0,1,0,,,,5,,441,0,0,0,0,0,1,0,0
2715,8,72,16,0,0,0,0,5,0,,0,1,0,,,,4,,256,0,0,0,0,0,0,0,0
2716,8,68,20,0,1,0,0,10,0,,0,1,1,,,,3,,400,0,0,0,0,1,0,0,0
2717,9,62,26,0,1,0,0,10,1,20,1,1,1,,,,3,,676,0,0,0,0,1,0,0,0
2718,8,60,28,0,1,0,0,10,0,,0,1,1,,,,2,,784,0,0,0,1,0,0,0,0
2719,6,72,16,0,1,0,0,5,0,,0,1,0,,,,,,256,0,0,0,0,1,1,0,0
2720,12,57,30,0,0,0,0,7,3,18,3,1,1,,,,4,,900,0,0,0,0,0,0,0,0
2721,12,72,15,0,1,0,1,0,0,,0,1,0,,,,3,,225,0,0,0,0,0,0,1,0
2722,10,60,27,0,1,0,0,0,3,17,3,1,0,4,75,14,4,0,729,0,0,0,0,0,0,1,1
2723,12,53,34,0,0,0,0,1,8,18,6,1,0,2,71,17,4,0,1156,0,0,1,0,0,0,0,1
2724,11,58,29,0,0,0,0,0,3,18,3,1,0,7,80,21,10,0,841,0,0,0,0,0,0,1,1
2725,6,72,16,0,0,0,0,7,0,,0,1,1,,,,4,,256,0,0,0,0,0,1,0,0
2726,4,58,30,0,1,0,0,0,4,18,4,1,1,,,,4,,900,0,0,0,0,0,1,1,0
2727,10,59,28,0,1,0,0,0,2,24,2,1,0,7,83,23,6,1,784,0,0,0,0,0,0,1,1
2728,12,42,45,0,1,0,0,0,4,31,4,1,0,,,,20,,2025,0,0,1,0,0,0,1,0
2729,11,52,35,0,1,0,1,0,4,15,4,1,1,,,,6,,1225,0,0,0,0,0,0,1,0
2730,7,67,21,0,1,0,0,7,0,,0,1,1,,,,4,,441,0,0,1,0,0,0,0,0
2731,8,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,0,0,0,0,0,0
2732,12,46,41,0,0,0,0,0,7,25,6,1,0,4,70,23,4,0,1681,0,0,1,0,0,0,1,1
2733,2,41,47,0,0,0,0,0,2,23,2,1,0,2,61,20,6,0,2209,0,0,1,0,0,1,1,1
2734,6,42,46,0,0,0,0,0,4,21,3,1,0,10,66,24,5,0,2116,0,0,1,0,0,1,1,1
2735,4,64,24,0,0,0,0,0,2,20,2,1,0,8,81,17,10,2,576,0,0,0,0,0,1,1,1
2736,12,42,45,0,0,0,0,0,9,22,8,1,0,10,64,21,5,0,2025,0,0,0,0,0,0,1,1
2737,7,70,18,0,0,0,1,5,1,18,1,1,1,,,,5,,324,0,0,0,0,0,0,0,0
2738,10,61,26,0,0,0,0,0,4,16,4,1,0,12,78,17,7,0,676,0,0,0,0,0,0,1,1
2739,11,55,32,0,0,0,0,0,7,20,4,1,0,3,72,16,,0,1024,0,0,0,0,0,0,1,1
2740,12,54,33,0,0,0,0,0,5,20,5,1,0,4,73,18,3,0,1089,0,0,1,0,0,0,1,1
2741,3,69,19,0,0,0,0,10,1,18,1,1,0,,,,6,,361,0,0,0,1,0,1,0,0
2742,1,44,44,0,1,0,0,6,7,22,6,1,0,10,65,21,10,0,1936,0,0,0,1,0,1,0,1
2743,9,66,22,0,1,0,0,10,1,21,1,1,0,10,86,20,4,6,484,0,0,0,0,0,0,0,1
2744,1,54,34,0,1,0,1,5,7,18,7,1,1,1,73,19,7,0,1156,0,0,0,1,0,1,0,1
2745,9,55,33,0,1,0,0,3,6,19,6,1,0,9,78,23,4,0,1089,0,0,0,1,0,0,0,1
2746,5,59,29,0,0,0,0,0,4,16,4,0,0,9,74,15,,0,841,0,0,1,0,0,1,1,1
2747,6,56,32,0,0,0,0,0,0,,0,1,0,7,78,22,,0,1024,0,0,1,0,0,1,1,1
2748,2,63,25,0,0,0,1,0,3,19,2,0,0,2,79,16,,0,625,0,0,1,0,0,1,1,1
2749,12,51,36,0,1,0,0,0,6,22,5,0,0,8,73,21,6,0,1296,0,0,1,0,0,0,1,1
2750,12,61,26,0,0,0,0,0,4,18,4,1,1,7,77,15,4,0,676,0,0,0,0,0,0,1,1
2751,1,69,19,0,0,0,0,7,1,17,1,1,0,11,87,18,7,0,361,0,0,1,0,0,1,0,1
2752,3,64,24,0,1,0,0,0,3,15,3,1,1,2,77,12,6,0,576,0,0,1,0,0,1,1,1
2753,9,70,18,0,0,0,0,6,0,,0,1,0,,,,4,,324,0,0,1,0,0,0,0,0
2754,1,66,22,0,0,0,0,6,1,18,1,1,1,,,,4,,484,0,0,0,0,0,1,0,0
2755,12,70,17,0,0,0,0,6,0,,0,1,0,,,,1,,289,0,0,0,0,0,0,0,0
2756,4,40,48,0,0,0,1,0,4,18,4,1,0,12,80,40,4,2,2304,0,0,0,1,0,1,1,1
2757,4,68,20,0,0,0,0,5,0,,0,1,0,,,,6,,400,0,0,1,0,0,1,0,0
2758,10,60,27,0,0,0,0,4,4,15,3,1,1,5,74,13,1,0,729,0,0,1,0,0,0,0,1
2759,11,70,17,0,0,0,0,6,1,17,1,1,1,11,87,17,4,6,289,0,0,1,0,0,0,0,1
2760,2,50,38,0,0,0,0,0,6,15,3,1,1,4,74,24,6,0,1444,0,0,0,0,0,1,1,1
2761,10,66,21,0,0,0,0,0,2,17,2,1,0,4,83,16,3,0,441,0,0,0,0,0,0,1,1
2762,11,47,40,0,0,0,0,0,8,18,7,1,1,11,64,17,8,0,1600,0,0,1,0,0,0,1,1
2763,11,42,45,0,0,0,0,0,6,21,3,1,0,,,,3,,2025,0,0,1,0,0,0,1,0
2764,10,72,15,0,0,0,0,0,0,,0,1,0,,,,1,,225,0,0,0,0,0,0,1,0
2765,4,68,20,0,0,0,0,9,2,18,2,1,1,,,,2,,400,0,0,0,0,0,1,0,0
2766,11,66,21,0,1,0,0,0,0,,0,1,1,,,,4,,441,0,0,0,0,0,0,1,0
2767,11,62,25,0,1,0,0,7,3,20,3,1,1,5,82,19,6,0,625,0,0,0,0,0,0,0,1
2768,10,50,37,0,0,0,0,0,9,15,2,1,1,,,,10,,1369,0,0,1,0,0,0,1,0
2769,11,54,33,0,0,0,0,0,6,12,6,1,0,6,65,10,6,0,1089,0,0,0,1,0,0,1,1
2770,1,51,37,0,1,0,0,6,5,19,5,1,1,4,68,17,5,6,1369,0,0,0,1,0,1,0,1
2771,1,66,22,0,0,0,0,5,2,19,2,1,1,2,84,18,3,0,484,0,0,0,1,0,1,0,1
2772,8,61,27,0,1,0,0,0,3,16,2,1,1,7,76,14,4,0,729,0,0,1,0,0,0,1,1
2773,9,39,49,0,0,0,0,0,4,38,4,1,1,2,66,26,6,6,2401,0,0,0,0,0,0,1,1
2774,12,67,20,0,1,0,0,5,0,,0,1,0,5,86,18,4,7,400,0,0,0,0,0,0,0,1
2775,10,67,20,0,0,0,0,11,0,,0,1,0,,,,,,400,0,0,0,0,0,0,0,0
2776,8,60,28,0,0,0,0,0,3,19,3,1,0,9,78,18,5,10,784,0,0,0,0,0,0,1,1
2777,5,64,24,0,0,0,0,6,3,20,3,1,0,6,83,19,3,0,576,0,0,0,0,0,1,0,1
2778,2,72,16,0,0,0,0,0,0,,0,0,0,,,,0,,256,0,0,1,0,0,1,1,0
2779,12,40,47,0,1,0,1,1,8,22,8,1,0,2,62,21,10,0,2209,0,0,0,1,0,0,0,1
2780,11,52,35,0,0,0,0,0,5,22,4,1,0,9,84,31,12,0,1225,0,0,0,0,0,0,1,1
2781,11,60,27,0,0,0,0,0,1,21,1,1,0,11,79,19,6,0,729,0,0,0,0,0,0,1,1
2782,1,63,25,0,0,0,0,0,1,21,1,1,0,,,,6,,625,0,0,0,0,0,1,1,0
2783,9,52,36,0,0,0,0,0,8,18,7,1,0,4,72,19,7,0,1296,0,0,1,0,0,0,1,1
2784,9,53,35,0,0,0,0,0,7,19,7,1,1,11,75,22,10,0,1225,0,0,0,0,0,0,1,1
2785,7,58,30,0,0,0,0,0,6,18,4,1,1,12,76,18,2,0,900,0,0,0,0,0,0,1,1
2786,3,42,46,0,0,0,0,4,3,26,3,1,1,,,,4,,2116,0,0,0,0,0,1,0,0
2787,6,40,48,0,0,0,0,0,10,21,10,1,0,5,78,37,10,0,2304,0,0,0,0,0,1,1,1
2788,8,68,20,0,0,0,0,0,1,18,1,1,0,,,,3,,400,0,0,0,0,0,0,1,0
2789,9,68,20,0,1,0,0,0,0,,0,1,0,,,,2,,400,0,0,1,0,0,0,1,0
2790,10,62,25,0,0,0,0,0,3,17,3,1,0,,,,10,,625,0,0,0,0,0,0,1,0
2791,7,56,32,0,0,0,0,9,2,21,2,1,0,,,,5,,1024,0,0,1,0,0,0,0,0
2792,4,54,34,0,1,0,1,4,6,19,6,1,1,6,76,22,5,0,1156,0,0,0,0,0,1,0,1
2793,4,48,40,0,0,0,0,4,8,19,7,1,0,10,76,28,6,0,1600,0,0,0,0,0,1,0,1
2794,6,64,24,0,1,0,0,5,1,24,1,1,0,,,,6,,576,0,0,0,1,0,1,0,0
2795,1,68,20,0,0,0,0,3,2,17,2,1,0,,,,6,,400,0,0,0,0,0,1,0,0
2796,11,70,17,0,0,0,0,0,1,16,1,1,0,,,,1,,289,0,0,0,0,0,0,1,0
2797,8,68,20,0,0,0,0,7,1,19,1,1,0,,,,8,,400,0,0,0,0,1,0,0,0
2798,3,61,27,0,1,0,1,5,4,18,4,1,0,10,83,22,6,0,729,0,0,0,0,0,1,0,1
2799,9,54,34,0,0,0,0,0,5,18,5,1,0,,,,7,,1156,0,0,1,0,0,0,1,0
2800,3,69,19,0,1,0,1,7,1,19,1,1,0,,,,4,,361,0,0,1,0,0,1,0,0
2801,7,71,17,0,1,0,1,6,0,,0,1,0,,,,8,,289,0,0,0,0,0,0,0,0
